"id";"funcloc";"material_number";"equipment_description";"status";"sort_field";"unique_id";"qr_code_link";"created_at";"updated_at"
"EMO000166";"FP-01-PM1-COT-SR35";;"AC MOTOR;380V,50HZ,1.5KW,4P";"Installed";"PM1.COT.VIS3/M";"389";"https://www.safesave.info/MIC.php?id=Fajar-MotorList389";"2023-10-26 14:45:21";NULL
"EMO000168";"FP-01-PM1-COT-SR37";;"AC MOTOR;380V,50HZ,1.5KW,4P";"Installed";"PM1.COT.VIS5/M";"390";"https://www.safesave.info/MIC.php?id=Fajar-MotorList390";"2023-10-26 14:45:21";NULL
"EMO000171";"FP-01-PM1-COT-T193-A058";;"MOTOR AC ;55KW;106A";"Installed";"PM1.COT.T(DIS)/AGT/M";"393";"https://www.safesave.info/MIC.php?id=Fajar-MotorList393";"2023-10-26 14:45:21";NULL
"EMO000172";"FP-01-PM1-COT-T194-A059";;"MOTOR AC;2,2KW;4,87A;4P;380V;V";"Installed";"PM1.COT.T(DST)/AGT/M";"394";"https://www.safesave.info/MIC.php?id=Fajar-MotorList394";"2023-10-26 14:45:21";NULL
"EMO000173";"FP-01-PM1-COT-T195-A060";;"MOTOR AC;2,2KW;4,87A;4P;380V;V";"Installed";"PM1.COT.T(CS)/AGT/M";"395";"https://www.safesave.info/MIC.php?id=Fajar-MotorList395";"2023-10-26 14:45:21";NULL
"EMO000174";"FP-01-PM1-COT-T196-A061";;"MOTOR AC;2,2KW;4,87A;4P;380V;V";"Installed";"PM1.COT.T(LBR)/AGT/M";"396";"https://www.safesave.info/MIC.php?id=Fajar-MotorList396";"2023-10-26 14:45:21";NULL
"EMO000175";"FP-01-PM1-COT-T197-A062";;"MOTOR AC;2,2KW;4,87A;4P;380V;V";"Installed";"PM1.COT.T(OBA)/AGT/M";"397";"https://www.safesave.info/MIC.php?id=Fajar-MotorList397";"2023-10-26 14:45:21";NULL
"EMO000176";"FP-01-PM1-COT-T198-A063";;"MOTOR AC;2,2KW;4,87A;4P;380V;V";"Installed";"PM1.COT.T(HRD)/AGT/M";"398";"https://www.safesave.info/MIC.php?id=Fajar-MotorList398";"2023-10-26 14:45:21";NULL
"EMO000177";"FP-01-PM1-COT-T199-A064";;"MOTOR AC;2,2KW;4,87A;4P;380V;V";"Installed";"PM1.COT.T(ATF)/AGT/M";"399";"https://www.safesave.info/MIC.php?id=Fajar-MotorList399";"2023-10-26 14:45:21";NULL
"EMO000178";"FP-01-PM1-COT-T200-A065";;"MOTOR AC;2,2KW;4,87A;4P;380V;V";"Installed";"PM1.COT.T(STR)/AGT/M";"400";"https://www.safesave.info/MIC.php?id=Fajar-MotorList400";"2023-10-26 14:45:21";NULL
"EMO000179";"FP-01-PM1-COT-T201-A066";;"MOTOR AC;2,2KW;4,87A;4P;380V;V";"Installed";"PM1.COT.T(DYE)/AGT/M";"401";"https://www.safesave.info/MIC.php?id=Fajar-MotorList401";"2023-10-26 14:45:21";NULL
"EMO000180";"FP-01-PM1-COT-T202-A067";;"MOTOR AC;2,2KW;4,87A;4P;380V;V";"Installed";"PM1.COT.T(BIO)/AGT/M";"402";"https://www.safesave.info/MIC.php?id=Fajar-MotorList402";"2023-10-26 14:45:21";NULL
"EMO000183";"FP-01-PM1-COT-T204-P206";;"MOTOR";"Installed";"PM1.COT.T(CMC)1/P1/M";"463";"https://www.safesave.info/MIC.php?id=Fajar-MotorList463";"2023-10-26 14:45:21";NULL
"EMO000187";"FP-01-PM1-COT-T207-A072";;"MOTOR;3,7KW;7,64A";"Installed";"PM1.COT.T(STA)2AGT/M";"405";"https://www.safesave.info/MIC.php?id=Fajar-MotorList405";"2023-10-26 14:45:21";NULL
"EMO000188";"FP-01-PM1-COT-T208-A073";;"MOTOR AC;73/110KW;150/190A;4P;380V;V";"Installed";"PM1.COT.T(DEL)/AGT/M";"406";"https://www.safesave.info/MIC.php?id=Fajar-MotorList406";"2023-10-26 14:45:21";NULL
"EMO000189";"FP-01-CH1-COT-T215-P217";;"MOTOR;7,5KW;16A;4P;380V";"Installed";"PM1.COT.T(LX)1/P(MN)2/M";"722";"https://www.safesave.info/MIC.php?id=Fajar-MotorList722";"2023-10-26 14:45:21";NULL
"EMO000190";"FP-01-PM1-COT-T209-A074";;"AC MOTOR TECO ;380V,50HZ,15KW";"Installed";"PM1.COT.T1/AGT/M";"407";"https://www.safesave.info/MIC.php?id=Fajar-MotorList407";"2023-10-26 14:45:21";NULL
"EMO000191";"FP-01-PM1-COT-T209-P209";;"MOTOR AC;10HP;16A;6P;380V;B";"Installed";"PM1.COT.T1/P(MN)1/M";"412";"https://www.safesave.info/MIC.php?id=Fajar-MotorList412";"2023-10-26 14:45:21";NULL
"EMO000193";"FP-01-SP1-CLD-DSP2-IE2A";;"AC MOTOR;ABB380V,50Hz,4kW,4P";"Installed";"SP1.CL.DSP/IE2A/GB/M";"86";"https://www.safesave.info/MIC.php?id=Fajar-MotorList86";"2023-10-26 14:45:21";NULL
"EMO000196";"FP-01-PM1-COT-T211-P212";;"AC MOTOR;380V,50HZ,11KW,4P,B";"Installed";"PM1.COT.T5/P1/M";"413";"https://www.safesave.info/MIC.php?id=Fajar-MotorList413";"2023-10-26 14:45:21";NULL
"EMO000197";"FP-01-SP1-OCC-T117-P085";"10010654";"AC MOTOR;380V,50Hz,11kW,4P,180L,B3";"Installed";"SP1.MW.T8/P2/M";"560";"https://www.safesave.info/MIC.php?id=Fajar-MotorList560";"2023-10-26 14:45:21";NULL
"EMO000199";"FP-01-PM1-COT-T212-P214";;"MOTOR AC;11KW;22A;4P;380V;B";"Installed";"PM1.COT.T6/P(MN)1/M";"414";"https://www.safesave.info/MIC.php?id=Fajar-MotorList414";"2023-10-26 14:45:21";NULL
"EMO000200";"FP-01-PM1-COT-T212-P215";;"MOTOR;15HP,380V,3P,H";"Installed";"PM1.COT.T6/P(MN)2/M";"415";"https://www.safesave.info/MIC.php?id=Fajar-MotorList415";"2023-10-26 14:45:21";NULL
"EMO000201";"FP-01-PM1-COT-T213-A078";;"MOTOR AC TECO AEEB ;4KW;9,1A;38V;V";"Installed";"PM1.COT.T2/AGT/M";"410";"https://www.safesave.info/MIC.php?id=Fajar-MotorList410";"2023-10-26 14:45:21";NULL
"EMO000202";"FP-01-PM1-COT-T214-A079";;"AC MOTOR ABB M3AA ;380V,4KW,8.9A VH";"Installed";"PM1.COT.T3/AGT/M";"411";"https://www.safesave.info/MIC.php?id=Fajar-MotorList411";"2023-10-26 14:45:21";NULL
"EMO000203";"FP-01-PM1-DRY-CCYL";;"DC MOTOR;440V,45KW,114A";"Installed";"PM1.CCY.CYL/GB/M";"667";"https://www.safesave.info/MIC.php?id=Fajar-MotorList667";"2023-10-26 14:45:21";NULL
"EMO000204";"AVLB";"10010688";"AC MOTOR;380V,50Hz,37kW,6P,250S,B3";"Installed";"SP3.C1/AGT1/M";"1863";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1863";"2023-10-21 12:19:21";NULL
"EMO000207";"FP-01-PM1-WET-PRS3-PSRB";;"DC MOTOR;440V,90kW,225A";"Installed";"PM1.P3.PSR(BT)/GB/M";"668";"https://www.safesave.info/MIC.php?id=Fajar-MotorList668";"2023-10-26 14:45:21";NULL
"EMO000213";"FP-01-PM1-DRY-GRP2";;"MOTOR DC,IGH2224-IBK-10Z,SIEMENZ,99KW";"Installed";"PM1.G2.GB/M";"669";"https://www.safesave.info/MIC.php?id=Fajar-MotorList669";"2023-10-26 14:45:21";NULL
"EMO000215";"FP-01-PM1-DRY-GRP6";;"MOTOR DC,1GH2-214,SIEMENS,40KW,102A,1920";"Installed";"PM1.G6.GB/M";"670";"https://www.safesave.info/MIC.php?id=Fajar-MotorList670";"2023-10-26 14:45:21";NULL
"EMO000216";"FP-01-PM1-REL-PPRL-CYL1";;"DC MOTOR;61KW,102A,1GH2214-1AE/10Z,SIEME";"Installed";"PM1.PPR.CYL/GB/M";"671";"https://www.safesave.info/MIC.php?id=Fajar-MotorList671";"2023-10-26 14:45:21";NULL
"EMO000217";"FP-01-PM1-DRY-GRP1";;"MOTOR DC,IGH2224-IBK-10Z,SIEMENZ,99KW";"Installed";"PM1.G1.GB/M";"672";"https://www.safesave.info/MIC.php?id=Fajar-MotorList672";"2023-10-26 14:45:21";NULL
"EMO000218";"FP-01-PM1-DRY-GRP5";;"MOTOR;DC,112KW,580V,215A";"Installed";"PM1.G5.GB/M";"674";"https://www.safesave.info/MIC.php?id=Fajar-MotorList674";"2023-10-26 14:45:21";NULL
"EMO000219";"FP-01-PM1-DRY-GRP3";;"MOTOR DC,IGH2224-IBK-10Z,SIEMENZ,99KW";"Installed";"PM1.G3.GB/M";"673";"https://www.safesave.info/MIC.php?id=Fajar-MotorList673";"2023-10-26 14:45:21";NULL
"EMO000225";"FP-01-PM1-DRY-SZPR-SPRT";;"MOTOR;DC,45KW,440V,114A";"Installed";"PM1.SP.R(TP)/GB/M";"675";"https://www.safesave.info/MIC.php?id=Fajar-MotorList675";"2023-10-26 14:45:21";NULL
"EMO000226";"FP-01-SP3-RJS-T092-P093";"10011099";"AC MOTOR;380V,50Hz,75kW,4P,280S,B35";"Installed";"SP3.P71/M";"1803";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1803";"2023-10-21 12:19:21";NULL
"EMO000228";"FP-01-PM1-EFF-T265-P276";"GS895049";"MOTOR AC;18,5KW;37A;4P;380V;B";"Installed";"PM1.EFF.PIT2/P1/M";"416";"https://www.safesave.info/MIC.php?id=Fajar-MotorList416";"2023-10-26 14:45:21";NULL
"EMO000229";"FP-01-PM3-HOO-BL11";"10010807";"AC MOTOR;380V,50Hz,3.7kW,2P,112M,B3";"Installed";"PM3.H-11";"1956";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1956";"2023-10-21 12:19:21";NULL
"EMO000230";"FP-01-PM1-HOO-BUR2-BL11";;"MOTOR AC;3,7KW;9,3A;2P;380V;B";"Installed";"PM1.HOO.BUR2/FDF/M";"417";"https://www.safesave.info/MIC.php?id=Fajar-MotorList417";"2023-10-26 14:45:21";NULL
"EMO000233";"FP-01-PM1-HOO-ECO1-BL12";;"MOTOR AC;TECO;AEEBPA;110KW;205A;4P;380V;B";"Installed";"PM1.HOO.ECO1/FDF/M";"418";"https://www.safesave.info/MIC.php?id=Fajar-MotorList418";"2023-10-26 14:45:21";NULL
"EMO000234";"FP-01-PM1-AP1-SR28";;"MOTOR AC TECO AEEB ;380V,55KW,4P.380V.B";"Installed";"PM1.APP1.PS1/M";"254";"https://www.safesave.info/MIC.php?id=Fajar-MotorList254";"2023-10-26 14:45:21";NULL
"EMO000235";"FP-01-PM1-HOO-BL20";;"MOTOR;37KW;72,7A";"Installed";"PM1.HOO.IDF1/M";"421";"https://www.safesave.info/MIC.php?id=Fajar-MotorList421";"2023-10-26 14:45:21";NULL
"EMO000237";"FP-01-PM1-LUB-T266-P278";;"MOTOR";"Installed";"PM1.LUB.T1/P2/M";"824";"https://www.safesave.info/MIC.php?id=Fajar-MotorList824";"2023-10-26 14:45:21";NULL
"EMO000238";"FP-01-PM1-LUB-T267-P279";;"MOTOR AC ABB MBT;7,5KW;16,4A;4P;380V;V";"Installed";"PM1.LUB.T2/P1/M";"554";"https://www.safesave.info/MIC.php?id=Fajar-MotorList554";"2023-10-26 14:45:21";NULL
"EMO000239";"FP-01-PM1-LUB-T267-P280";;"MOTOR AC ABB MBT;7,5KW;16,4A;4P;380V;V";"Installed";"PM1.LUB.T2/P2/M";"422";"https://www.safesave.info/MIC.php?id=Fajar-MotorList422";"2023-10-26 14:45:21";NULL
"EMO000242";"FP-01-PM1-LUB-T269-P283";;"MOTOR AC ABB MBT;4KW;9,1A;4P;380V;V";"Installed";"PM1.LUB.T4/P1/M";"423";"https://www.safesave.info/MIC.php?id=Fajar-MotorList423";"2023-10-26 14:45:21";NULL
"EMO000243";"FP-01-PM1-LUB-T269-P284";;"MOTOR AC ABB MBT;4KW;9,1A;4P;380V;V";"Installed";"PM1.LUB.T4/P2/M";"424";"https://www.safesave.info/MIC.php?id=Fajar-MotorList424";"2023-10-26 14:45:21";NULL
"EMO000244";"FP-01-PM1-LUB-T270-P285";;"MOTOR AC ABB MBT;7,5KW;16,4A;4P;380V;V";"Installed";"PM1.LUB.T5/P1/M";"425";"https://www.safesave.info/MIC.php?id=Fajar-MotorList425";"2023-10-26 14:45:21";NULL
"EMO000245";"FP-01-PM1-LUB-T270-P286";;"MOTOR AC ABB MBT;7,5KW;16,4A;4P;380V;V";"Installed";"PM1.LUB.T5/P2/M";"426";"https://www.safesave.info/MIC.php?id=Fajar-MotorList426";"2023-10-26 14:45:21";NULL
"EMO000248";"FP-01-PM1-LUB-T272-P289";;"AC MOTOR;380V,50HZ,5.5KW";"Installed";"PM1.LUB.T7/P1/M";"427";"https://www.safesave.info/MIC.php?id=Fajar-MotorList427";"2023-10-26 14:45:21";NULL
"EMO000249";"FP-01-PM1-LUB-T272-P290";;"AC MOTOR;380V,50HZ,5.5KW";"Installed";"PM1.LUB.T7/P2/M";"428";"https://www.safesave.info/MIC.php?id=Fajar-MotorList428";"2023-10-26 14:45:21";NULL
"EMO000252";"FP-01-PM1-PMA-CRN1-HST1";;"MOTOR";"Installed";"PM1.CRN.DEMAG 10T(U)/GB/M";"459";"https://www.safesave.info/MIC.php?id=Fajar-MotorList459";"2023-10-26 14:45:21";NULL
"EMO000253";"FP-01-PM1-PMA-CRN1-HST2";;"MOTOR";"Installed";"PM1.CRN.DEMAG 10T(S)/GB/M";"460";"https://www.safesave.info/MIC.php?id=Fajar-MotorList460";"2023-10-26 14:45:21";NULL
"EMO000254";"FP-01-PM1-REL-PPRL";;"MOTOR;2,2KW;5,2A";"Installed";"PM1.PPR.ARMS/GB/M";"451";"https://www.safesave.info/MIC.php?id=Fajar-MotorList451";"2023-10-26 14:45:21";NULL
"EMO000261";"FP-01-PM1-STA-T246-A098";;"MOTOR;1HP";"Installed";"CH1.STA.T16/AGT/M";"332";"https://www.safesave.info/MIC.php?id=Fajar-MotorList332";"2023-10-26 14:45:21";NULL
"EMO000262";"FP-01-PM1-STA-T246-P254";;"AC MOTOR;380V,50HZ,11KW,4P,32A";"Installed";"CH1.STA.T16/P1/M";"341";"https://www.safesave.info/MIC.php?id=Fajar-MotorList341";"2023-10-26 14:45:21";NULL
"EMO000268";"FP-01-PM1-STC-T341-P359";;"MOTOR AC;18,5KW;36A;4P;380V;B";"Installed";"PM1.STC.P1/M";"349";"https://www.safesave.info/MIC.php?id=Fajar-MotorList349";"2023-10-26 14:45:21";NULL
"EMO000271";"FP-01-PM1-STC-T252-VP13";;"AC MOTOR;380V,50HZ,11KW,4P,B";"Installed";"PM1.STC.T(DN)1/VP/M";"351";"https://www.safesave.info/MIC.php?id=Fajar-MotorList351";"2023-10-26 14:45:21";NULL
"EMO000274";"FP-01-PM3-BRS-T037-P061";;"AC MOTOR;380V,50Hz,7.5kW,4P,132M,B3";"Installed";"PM3-BR01/P47/M";"1985";"https://www.safesave.info/MIC.php?id=Fajar-MotorList1985";"2023-10-21 12:19:21";NULL
"EMO000276";"FP-01-PM1-STC-T258-P264";;"AC MOTOR;380V,50HZ,5.5KW,4P,B";"Installed";"PM1.STC.T(DN)1/P3/M";"355";"https://www.safesave.info/MIC.php?id=Fajar-MotorList355";"2023-10-26 14:45:21";NULL
"EMO000277";"FP-01-PM1-STC-T261-P249";;"MOTOR";"Installed";"PM1.STC.SLCR/P1/M";"469";"https://www.safesave.info/MIC.php?id=Fajar-MotorList469";"2023-10-26 14:45:21";NULL
"EMO000279";"FP-01-SP1-BKP-T095-P124";"10027666";"AC MOTOR;380V,50Hz,55kW,4P,250M,B3";"Installed";"SP1.BK.C2/P1/M";"547";"https://www.safesave.info/MIC.php?id=Fajar-MotorList547";"2023-10-26 14:45:21";NULL
"EMO000283";"FP-01-PM1-VAS-T109-P152";;"MOTOR AC ABB ;15KW;30A;4P;380V;B";"Installed";"PM1.VAC.T(DLG)1/P1/M";"297";"https://www.safesave.info/MIC.php?id=Fajar-MotorList297";"2023-10-26 14:45:21";NULL
"EMO000285";"FP-01-SP1-MXW-T052-P070";;"MOTOR AC ABB;30KW;61A;4P;380V;B";"Installed";"SP1.MW.T4/P1/M";"160";"https://www.safesave.info/MIC.php?id=Fajar-MotorList160";"2023-10-26 14:45:21";NULL
"EMO000286";"FP-01-PM1-VAS-T112-P155";;"MOTOR AC;18,5KW;38,5A;4P;380V;B";"Installed";"PM1.VAC.T(DLG)4/P1/M";"300";"https://www.safesave.info/MIC.php?id=Fajar-MotorList300";"2023-10-26 14:45:21";NULL
"EMO000288";"FP-01-PM1-VAS-T116-P157";;"MOTOR AC ABB ;15KW;29,5A;4P;380V;B";"Installed";"PM1.VAC.T(DLG)6/P1/M";"302";"https://www.safesave.info/MIC.php?id=Fajar-MotorList302";"2023-10-26 14:45:21";NULL
"EMO000289";"FP-01-PM1-VAS-T158-P158";;"MOTOR AC; ABB 75KW;140A;4P;380V;B";"Installed";"PM1.VAC.T(DLG)7/P1/M";"303";"https://www.safesave.info/MIC.php?id=Fajar-MotorList303";"2023-10-26 14:45:21";NULL
"EMO000290";"FP-01-PM1-VAS-T118-P159";;"MOTOR AC;18,5KW;38A;4P;380V;B";"Installed";"PM1.VAC.T(DLG)8/P1/M";"304";"https://www.safesave.info/MIC.php?id=Fajar-MotorList304";"2023-10-26 14:45:21";NULL
"EMO000291";"FP-01-PM1-VAS-T119-P160";;"AC MOTOR STROBERG;380V,50HZ,11KW,4P,B";"Installed";"PM1.VAC.T(DLG)9/P1/M";"305";"https://www.safesave.info/MIC.php?id=Fajar-MotorList305";"2023-10-26 14:45:21";NULL
"EMO000293";"FP-01-PM1-VAS-T121-P162";;"AC MOTOR ABB,QU;380V,50HZ,7.5KW,4P,16A,B";"Installed";"PM1.VAC.VS2A/P1/M";"307";"https://www.safesave.info/MIC.php?id=Fajar-MotorList307";"2023-10-26 14:45:21";NULL
"EMO000294";"FP-01-PM1-VAS-T122-P163";;"MOTOR AC;15KW;30A;4P;380V;B";"Installed";"PM1.VAC.VS10/P1/M";"308";"https://www.safesave.info/MIC.php?id=Fajar-MotorList308";"2023-10-26 14:45:21";NULL
"EMO000295";"FP-01-PM1-VAS-T123-P164";;"MOTOR AC;15KW;30A;4P;380V;B";"Installed";"PM1.VAC.VS5/P1/M";"309";"https://www.safesave.info/MIC.php?id=Fajar-MotorList309";"2023-10-26 14:45:21";NULL
"EMO000296";"FP-01-PM1-VAS-T124-P165";;"MOTOR AC ABB QU ;4KW;9,1A;4P;380V;B";"Installed";"PM1.VAC.VS6A/P1/M";"310";"https://www.safesave.info/MIC.php?id=Fajar-MotorList310";"2023-10-26 14:45:21";NULL
"EMO000297";"FP-01-PM1-AP5-T175-P195";;"AC MOTOR;380V,50Hz,11kW,4P,160M,B3";"Installed";"PM1.APP5.T3/P1/M";"296";"https://www.safesave.info/MIC.php?id=Fajar-MotorList296";"2023-10-26 14:45:21";NULL
"EMO000298";"FP-01-PM1-VAS-VP06";;"MOTOR AC ABB ;250KW;62A;6P;3000V;B";"Installed";"PM1.VAC.VP2/M";"314";"https://www.safesave.info/MIC.php?id=Fajar-MotorList314";"2023-10-26 14:45:21";NULL
"EMO000299";"FP-01-PM1-VAS-VP07";;"MOTOR AC ABB ;250KW;62A;6P;3000V;B";"Installed";"PM1.VAC.VP3/M";"315";"https://www.safesave.info/MIC.php?id=Fajar-MotorList315";"2023-10-26 14:45:21";NULL
"EMO000300";"FP-01-PM1-VAS-VP08";;"MOTOR AC ABB ;132KW;247A;6P;380V;B";"Installed";"PM1.VAC.VP4/M";"316";"https://www.safesave.info/MIC.php?id=Fajar-MotorList316";"2023-10-26 14:45:21";NULL
"EMO000301";"FP-01-PM1-VAS-VP05";;"MOTOR AC TECO ;400KW;86A;4P;3000V;B";"Installed";"PM1.VAC.VP1/GB/M";"313";"https://www.safesave.info/MIC.php?id=Fajar-MotorList313";"2023-10-26 14:45:21";NULL
"EMO000302";"FP-01-PM1-VAS-VP09";;"MOTOR AC TECO ;110KW;205A;4P;380V;B";"Installed";"PM1.VAC.VP5/M";"317";"https://www.safesave.info/MIC.php?id=Fajar-MotorList317";"2023-10-26 14:45:21";NULL
"EMO000303";"FP-01-PM1-VAS-VP10";;"MOTOR AC ABB ;250KW;62A;6P;3000V;B";"Installed";"PM1.VAC.VP6/M";"318";"https://www.safesave.info/MIC.php?id=Fajar-MotorList318";"2023-10-26 14:45:21";NULL
"EMO000304";"FP-01-PM1-VAS-VP11";;"MOTOR AC TECO ;250KW;59,2A;6P;3000V;B";"Installed";"PM1.VAC.VP7/M";"319";"https://www.safesave.info/MIC.php?id=Fajar-MotorList319";"2023-10-26 14:45:21";NULL
"EMO000305";"FP-01-PM1-MCS-BL08";;"MOTOR ACHXR;132KW;258A";"Installed";"PM1.MCS.BLW2/M";"429";"https://www.safesave.info/MIC.php?id=Fajar-MotorList429";"2023-10-26 14:45:21";NULL
"EMO000306";"FP-01-PM1-WET-FOR3-CM01";"10021036";"DC MOTOR;440V,37kW,95A";"Installed";"PM1.F3.CM01/GB/M";"690";"https://www.safesave.info/MIC.php?id=Fajar-MotorList690";"2023-10-26 14:45:21";NULL
"EMO000307";"FP-01-PM1-WET-FOR4-CM01";;"DC MOTOR;440V,37kW,95A";"Installed";"PM1.F4.CM01/GB/M";"676";"https://www.safesave.info/MIC.php?id=Fajar-MotorList676";"2023-10-26 14:45:21";NULL
"EMO000310";"FP-01-PM1-WET-FOR1-CM01";;"DC MOTOR;440V,37kW,95A";"Installed";"PM1.F1.CM01/GB/M";"677";"https://www.safesave.info/MIC.php?id=Fajar-MotorList677";"2023-10-26 14:45:21";NULL
"EMO000311";"FP-01-PM1-WET-PRS2-TCRB";;"MOTOR DC,DK4317 V,90KW,440V";"Installed";"PM1.P2.TCR(BT)/GB/M";"682";"https://www.safesave.info/MIC.php?id=Fajar-MotorList682";"2023-10-26 14:45:21";NULL
"EMO000312";"FP-01-PM1-WET-HP02-TCR2";;"MOTOR DC,DK.4304V,75KW,190A,440V";"Installed";"PM1.P2.CRR(S)/GB/M";"678";"https://www.safesave.info/MIC.php?id=Fajar-MotorList678";"2023-10-26 14:45:21";NULL
"EMO000313";"FP-01-PM1-WET-HP01-TCR1";;"MOTOR;DC,75KW,440V,190A";"Installed";"PM1.HP1.TCR1/GB/M";"679";"https://www.safesave.info/MIC.php?id=Fajar-MotorList679";"2023-10-26 14:45:21";NULL
"EMO000316";"FP-01-PM1-WET-PRS2-CRR1";;"MOTOR DC,DK.4304V,75KW,190A,440V";"Installed";"PM1.P2.CRR(S)/GB/M";"681";"https://www.safesave.info/MIC.php?id=Fajar-MotorList681";"2023-10-26 14:45:21";NULL
"EMO000318";"FP-01-PM1-WET-HP01-CRR1";;"DC MOTOR;440V,90kW,225A";"Installed";"PM1.HP1.CRR/GB/M";"809";"https://www.safesave.info/MIC.php?id=Fajar-MotorList809";"2023-10-26 14:45:21";NULL
"EMO000319";"FP-01-PM1-WET-PRS3-PSRT";;"MOTOR;DC,63KW,440V,160A";"Installed";"PM1.P3.PSR(TP)/GB/M";"683";"https://www.safesave.info/MIC.php?id=Fajar-MotorList683";"2023-10-26 14:45:21";NULL
"EMO000320";"FP-01-PM1-WRS-FOR1";;"MOTOR";"Installed";"PM1.F1.SW(O)1/M";"635";"https://www.safesave.info/MIC.php?id=Fajar-MotorList635";"2023-10-26 14:45:21";NULL
"EMO000321";"FP-01-PM1-WRS-FOR1";;"MOTOR";"Installed";"PM1.F1.SW(O)2/M";"457";"https://www.safesave.info/MIC.php?id=Fajar-MotorList457";"2023-10-26 14:45:21";NULL
"EMO000322";"FP-01-PM1-WRS-FOR2";;"DC MOTOR;440V,37KW,95A";"Installed";"PM1.F2.SW(O)1/M";"684";"https://www.safesave.info/MIC.php?id=Fajar-MotorList684";"2023-10-26 14:45:21";NULL
"EMO000323";"FP-01-PM1-WRS-FOR2";;"MOTOR";"Installed";"PM1.F2.SW(O)2/M";"636";"https://www.safesave.info/MIC.php?id=Fajar-MotorList636";"2023-10-26 14:45:21";NULL
"EMO000324";"FP-01-PM1-WRS-FOR3";;"MOTOR";"Installed";"PM1.F3.SW(O)1/M";"637";"https://www.safesave.info/MIC.php?id=Fajar-MotorList637";"2023-10-26 14:45:21";NULL
"EMO000325";"FP-01-PM1-WRS-FOR3";;"MOTOR";"Installed";"PM1.F3.SW(O)2/M";"458";"https://www.safesave.info/MIC.php?id=Fajar-MotorList458";"2023-10-26 14:45:21";NULL
"EMO000326";"FP-01-PM1-WRS-FOR4";;;"Installed";"PM1.F4.SW(O)1/M";"685";"https://www.safesave.info/MIC.php?id=Fajar-MotorList685";"2023-10-26 14:45:21";NULL
"EMO000327";"FP-01-PM1-WRS-FOR4";;"MOTOR";"Installed";"PM1.F4.SW(O)2/M";"747";"https://www.safesave.info/MIC.php?id=Fajar-MotorList747";"2023-10-26 14:45:21";NULL
"EMO000328";"FP-01-PM1-WRS-FOR5";;;"Installed";"PM1.F5.SW(O)1/M";"686";"https://www.safesave.info/MIC.php?id=Fajar-MotorList686";"2023-10-26 14:45:21";NULL
"EMO000329";"FP-01-PM1-WRS-FOR5";;"MOTOR;0,4KW;0,9A";"Installed";"PM1.F5.SW(O)2/M";"654";"https://www.safesave.info/MIC.php?id=Fajar-MotorList654";"2023-10-26 14:45:21";NULL
"EMO000330";"FP-01-PM1-WET-PRS1";;"MOTOR;SYN,SS452LG5,208V,0.3A,14.4RPM";"Installed";"PM1.P1.SW(O)1/M";"750";"https://www.safesave.info/MIC.php?id=Fajar-MotorList750";"2023-10-26 14:45:21";NULL
"EMO000331";"FP-01-PM1-WET-PRS2";;"MOTOR";"Installed";"PM1.P2.SW(O)1/M";"748";"https://www.safesave.info/MIC.php?id=Fajar-MotorList748";"2023-10-26 14:45:21";NULL
"EMO000332";"FP-01-PM1-WET-PRS3";;"MOTOR";"Installed";"PM1.P3.SW(O)1/M";"749";"https://www.safesave.info/MIC.php?id=Fajar-MotorList749";"2023-10-26 14:45:21";NULL
"EMO000333";"FP-01-PM1-WRS-T101-P136";;"MOTOR AC;2,2KW;4,45A;2P;380V;V";"Installed";"PM1.SWR.T1/P1/M";"452";"https://www.safesave.info/MIC.php?id=Fajar-MotorList452";"2023-10-26 14:45:21";NULL
"EMO000334";"FP-01-PM1-WRS-T101-P137";;"MOTOR AC;3KW;6,20A;2P;380V;V";"Installed";"PM1.SWR.T1/P2/M";"453";"https://www.safesave.info/MIC.php?id=Fajar-MotorList453";"2023-10-26 14:45:21";NULL
"EMO000335";"FP-01-PM1-WRS-T102-P138";;"AC MOTOR;380V,50HZ,110KW,2P,B";"Installed";"PM1.SWR.C1/P1/M";"430";"https://www.safesave.info/MIC.php?id=Fajar-MotorList430";"2023-10-26 14:45:21";NULL
"EMO000337";"FP-01-PM1-WRS-T102-P139";;"AC MOTOR;380V,50HZ,90KW,2P,B";"Installed";"PM1.SWR.C1/P2/M";"431";"https://www.safesave.info/MIC.php?id=Fajar-MotorList431";"2023-10-26 14:45:21";NULL
"EMO000338";"FP-01-SP1-ONP-T260-P292";;"AC MOTOR;380V,50HZ,75KW,2P,B";"Installed";"SP1.ONP/T(SW)/P/M";"433";"https://www.safesave.info/MIC.php?id=Fajar-MotorList433";"2023-10-26 14:45:21";NULL
"EMO000341";"FP-01-SP1-CLD-TH21-P119";;"AC MOTOR;380V,50HZ,15KW,4P,30A,B";"Installed";"SP1.CL.THK4/P1/M";"129";"https://www.safesave.info/MIC.php?id=Fajar-MotorList129";"2023-10-26 14:45:21";NULL
