"id";"emo_detail";"manufacture";"serial_number";"type";"power_rate";"power_unit";"voltage";"current_nominal";"frequency";"pole";"rpm";"bearing_de";"bearing_nde";"frame_type";"shaft_diameter";"phase_supply";"cos_phi";"efficiency";"ip_rating";"insulation_class";"duty";"connection_type";"nipple_grease";"greasing_type";"greasing_qty_de";"greasing_qty_nde";"length";"width";"height";"weight";"cooling_fan";"mounting"
"2189";"EMO004392";"GMBH";"0186705035103H";"K2IR";"4";"kW";"380";"8.7";"50";"4P";"1435";;;"112M";"0";"3";"0.78";;"55";;;"Delta";"Not Available";;"0";"0";"140";"190";"112";"0";"Internal";"Horizontal"
"2190";"EMO004393";"Fromberg";"8103MP";"HXUR";"4";"kW";"380";"8.7";"50";"4P";"1470";"6307";"6206";"225";"0";"3";"0.83";;"55";"C";"S1";"Delta";"Not Available";;"0";"0";"0";"0";"225";"0";"Internal";"Horizontal"
"2191";"EMO004562";"Hoyer";"SH5881320116";"HMC3-SH";"11";"kW";"400";"21";"50";"4P";"1425";"6309";"6309";"160M";"0";"3";"0.85";;"55";"C";"S1";"Delta";"Not Available";;"0";"0";"0";"0";"160";"0";"Internal";"Horizontal"
"2192";"EMO004563";"BEVI";"S05-226-032";"25IEL";"1.5";"kW";"400";"3.4";"50";"6P";"975 ";;;"90L";"0";"3";"0.76";"82.8";"55";"C";"S1";"Delta";"Not Available";;"0";"0";"0";"0";"90";"0";"Internal";"Horizontal"
"2193";"EMO004526";"Olaer";;"YXL";"1.5";"kW";"380";"4";"50";"4P";"1460";;;"100l";"0";"3";;;"55";"C";"S1";"Start";"Not Available";;"0";"0";"0";"0";"100";"0";"Internal";"Horizontal"
"2194";"EMO004396";"Oy fromberg AB";"7474MP";"HXUR";"22";"kW";"380";"43";"50";"4P";"1450";"6310";"6309";"180L";"0";"3";"0.86";;"54";"C";"S1";"Delta";"Available";;"0";"0";"0";"0";"180";"0";"Internal";"Horizontal"
"2195";"EMO004397";"Stromberg";"944TM";"HXUR";"22";"kW";"380";"45";"50";"4P";"1430";"6310";"6309";"180";"0";"3";"0.82";;"54";"C";"S1";"Delta";"Available";;"0";"0";"0";"0";"180";"0";"Internal";"Horizontal"
"2196";"EMO004398";"ABB";"MK110062-D";"MT";"2.2";"kW";"380";"5.2";"50";"4P";"1470";;;"100L";"0";"3";"0.76";;"55";"C";"S1";"Delta";"Not Available";;"0";"0";"0";"0";"100";"0";"Internal";"Horizontal"
"2197";"EMO004421";"TECO";"E715A240001";"AEEFLD";"37";"kW";"380";"71.6";"50";"4P";"1470";"6314";"6212";"200LC";"0";"3";;;"55";"C";"S1";"Delta";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";
"2198";"EMO004422";"TECO";"E715A240002";"AEEFLD";"37";"kW";"380";"71.6";"50";"4P";"1470";"6314";"6212";"200LC";"0";"3";;;"55";"C";"S1";"Delta";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";
"2199";"EMO004423";"TECO";"E715A240003";"AEEFLD";"37";"kW";"380";"71.6";"50";"4P";"1435";"6314";"6212";"200LC";"0";"3";;;"55";"C";"S1";"Delta";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";
"2200";"EMO004424";"TECO";"E315A669001";"AEEFPA";"2.2";"kW";"380";"5.12";"50";"4P";"1470";"6206";"6305";"100L";"0";"3";;;"55";"C";"S1";"Start";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";
"2201";"EMO004404";"ABB";"A405003085006";"M2QA";"55";"kW";"380";"102";"50";"4P";"1470";"6314";"6214";"250M";"0";"3";"0.88";;"55";"C";"S1";"Delta";"Available";;"0";"0";"350";"400";"250";"0";"Internal";"Horizontal"
"2202";"EMO004405";"ABB";"A405003085002";"M2QA";"55";"kW";"380";"102";"50";"4P";"1425";"6314";"6214";"250M";"0";"3";"0.88";;"55";"C";"S1";"Delta";"Available";;"0";"0";"350";"400";"250";"0";"Internal";"Horizontal"
"2203";"EMO004406";"TECO";;"AEEBKB";"1.5";"kW";"380";"3.5";"50";"4P";"1465";;;"90L";"0";"3";;;"55";"C";"S1";"Star";"Not Available";;"0";"0";"0";"0";"90";"0";"Internal";"Horizontal"
"2204";"EMO004407";"ABB";"A403025061017";"M2QA";"22";"kW";"380";"40.9";"50";"4P";"1440";"6310";"6210";"180L";"0";"3";;;"55";"C";"S1";"Delta";"Not Available";;"0";"0";"0";"0";"180";"0";"Internal";"Horizontal"
"2205";"EMO004408";"ABB";"A404008041017";"M2QA";"7.5";"kW";"380";"15.2";"50";"4P";"1475";"6208";"6207";"132L";"0";"3";;;"55";"C";"S1";"Delta";"Not Available";;"0";"0";"0";"0";"132";"0";"Internal";"Vertical"
"2206";"EMO004409";"TECO";"2163713459";"AEEBKB";"1.5";"kW";"380";"3.52";"50";"4P";"1425";"6205";"6205";"90L";"0";"3";;;"55";"C";"S1";"Start";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";
"2207";"EMO004523";"Olaer";;"YXL";"1.5";"kW";"380";"4";"50";"4P";"1470";;;"100L";"0";"3";;;"55";"C";"S1";"Start";"Not Available";;"0";"0";"0";"0";"100";"0";"Internal";"Horizontal"
"2208";"EMO004425";"ABB";"3857MT";"HXUR";"30";"kW";"380";"58";"50";"4P";"1450";"6312";"6311";"200M";"0";"3";"0.86";;"55";"C";"S1";"Delta";"Available";;"0";"0";"270";"310";"200";"0";"Internal";"Horizontal"
"2209";"EMO004427";"ABB";"5140VM";"HXA";"22";"kW";"380";"45";"50";"4P";"1480";"6310";"6309";"180L";"0";"3";"0.82";;"55";"C";"S1";"Delta";"Available";;"0";"0";"0";"0";"180";"0";"Internal";"Horizontal"
"2210";"EMO004426";"ABB";"4190VM";"HXA";"30";"kW";"380";"59";"50";"4P";"1470";"6312";"6311";"200ML";"0";"3";"0.84";;"55";"C";"S1";"Delta";"Available";;"0";"0";"0";"0";"200";"0";"Internal";"Horizontal"
"2211";"EMO004428";"ABB";;"M2HA";"2.2";"kW";"380";"5.2";"50";"4P";"1430";;;"100";"0";"3";;;"55";"C";"S1";"Start";"Not Available";;"0";"0";"0";"0";"100";"0";"Internal";"Horizontal"
"2212";"EMO004524";"TATUNG";"63082016";"IK";"3.7";"kW";"380";"8.7";"50";"4P";"1460";"6307";"6206";"112";"0";"3";;;"54";"C";"S1";;"Not Available";;"0";"0";"140";"180";"112";"0";"Internal";"Horizontal"
"2213";"EMO004525";"TATUNG";;;"37";"kW";"380";"71";"50";"4P";"1460";;;;"0";"3";;;"55";"C";"S1";;"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"2214";"EMO004417";"TATUNG";;;"37";"kW";"380";"71";"50";"4P";"1460";;;;"0";"3";;;"55";"C";"S1";;"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"2215";"EMO004418";"TATUNG";"63039774";"BBFC-AD";"18.5";"kW";"380";"37.6";"50";"4P";"1460";"6310";"6210";"180";"0";"3";;"90.2";"55";"C";"S1";;"Not Available";;"0";"0";"240";"280";"180";"0";"Internal";"Horizontal"
"2216";"EMO004419";"TATUNG";"63039775";"BBFC-AD";"18.5";"kW";"380";"37.6";"50";"2P";"2910";"6310";"6210";"180";"0";"3";;"90.2";;"C";"S1";;"Not Available";;"0";"0";"240";"280";"180";"0";"Internal";"Horizontal"
"2217";"EMO004420";"XUNSENG";;"BC";"0.5 H";"HP";"380";"1.2";"50";"2P";"2910";;;;"0";"3";;;"55";"C";"S1";;;;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"2218";"EMO004527";"ABB";"MK420-30213D";"HXA";"37";"kW";"380";"73";"50";"4P";"1470";"6312";"6311";"200l";"0";"3";"0.84";;"55";"C";"S1";"Delta";"Available";;"0";"0";"0";"0";"200";"0";"Internal";"Vertical"
"2219";"EMO004528";"Oy fromberg AB";"3133610";"HXUR";"37";"kW";"380";"71";"50";"4P";"1477";"6312";"6311";"200l";"0";"3";"0.86";;"54";"C";"S1";"Delta";"Available";;"0";"0";"0";"0";"200";"0";"Internal";"Vertical"
"2220";"EMO004529";"ABB";"361P16300707";"M3AA";"18.5";"kW";"380";"34.5";"50";"4P";"1477";"6310";"6209";"180MLA";"0";"3";"0.84";;"55";"C";"S1";"Delta";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"2221";"EMO004530";"ABB";"361P16300706";"M3AA";"18.5";"kW";"380";"34.5";"50";"2P";"2930";"6310";"6209";"180MLA";"0";"3";"0.84";;"55";"C";"S1";"Delta";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"2222";"MFB000328";"GARDNER DENVER";"730-00675/062";"G200 2BH1";"25";"kW";"380";"52";"60";"2P";"2930";;;;"0";"3";;"91.4";"55";;;"Delta";"Available";;"0";"0";"210";"250";"160";"0";"Internal";"Vertical"
"2223";"MFB000329";"GARDNER DENVER";;"G200 2BH1";"25";"kW";"380";"52";"60";"4/10P";"705/1855";;;;"0";"3";;"91.4";"55";;;"Delta";"Available";;"0";"0";"210";"250";"160";"0";"Internal";"Vertical"
"2224";"EMO004564";"DEMAG";"50617681";"ZBF112A8/2";"0.46/";"kW";"380";"2.50/4.30";"50";"2/12P";"400/2870";;;"112A";"0";"3";"0.49";;"54";"C";;"Start";"Not Available";;"0";"0";"0";"0";"112";"0";"Internal";"Vertical"
"2225";"EMO004566";"DEMAG";"34619997";"ZBR132D12/2";"1.40/";"kW";"380";"9.60/18.50";"50";"2/10P";"700/2860";;;"132D";"0";"3";"0.54";;"55";"C";;"Start/Delta";"Not Available";;"0";"0";"0";"0";"132";"0";"Internal";"Vertical"
"2226";"EMO004565";"DEMAG";"50617674";"2BF132B8/2";"0.88/";"kW";"380";"4.10/7.70";"50";"2/10P";"705/2855";;;"132B";"0";"3";"0.50";;"54";"C";;"Start";"Not Available";;"0";"0";"0";"0";"132";"0";"Internal";"Vertical"
"2227";"EMO004567";"DEMAG";"50617685";"2BF112A8/2";"0.46/";"kW";"380";"2.50/4.30";"50";"2/12P";"470/2915";;;"112A";"0";"3";"0.45";;"54";"C";;"Start/Delta";"Not Available";;"0";"0";"0";"0";"112";"0";"Internal";"Vertical"
"2228";"EMO004569";"DEMAG";"34620731";"2BR200B12/2";"3.4/2";"kW";"380";"22/43";"50";"8P";"970 ";;;"200B";"0";"3";"0.36";;"54";"C";;"Start";"Not Available";;"0";"0";"0";"0";"200";"0";"Internal";"Vertical"
"2229";"EMO004571";"DEMAG";"50616452";"KBH225B";"40";"kW";"380";"95";"50";"4P";"1410";;;"225B";"0";"3";"0.79";;"55";"C";;"Delta";"Not Available";;"0";"0";"0";"0";"225";"0";"Internal";"Vertical"
"2230";"EMO004572";"DEMAG";"50616452";"KBA112B";"5.2";"kW";"380";"14.2";"50";"2/12P";"470/2915 ";;;"112B";"0";"3";"0.75";;"55";"C";;"Start";"Not Available";;"0";"0";"0";"0";"112";"0";"Internal";"Vertical"
"2231";"EMO004570";"DEMAG";"34620730";"2BR200B12/2";"3.4/2";"kW";"380";"22/43";"50";"2/10P";"700/2880";;;"200B";"0";"3";"0.36";;"55";"C";;"Start/Delta";"Not Available";;"0";"0";"0";"0";"200";"0";"Internal";"Vertical"
"2232";"EMO004568";"DEMAG";"50617675";"2BF132B8/2";"0.88/";"kW";"380";"4.10/7.70";"50";"2/10P";"705/2855";;;"132";"0";"3";"0.50";;"54";"C";;"Start/Delta";"Not Available";;"0";"0";"0";"0";"132";"0";"Internal";"Vertical"
"2233";"EMO004574";"DEMAG";"50617693";"2BF112A8/12";"0.46/";"kW";"380";"2.50/4.3";"50";"2/12P";"470/2915";;;"112a";"0";"3";"0.49";;"54";"C";;"Start";"Not Available";;"0";"0";"0";"0";"112";"0";"Internal";"Vertical"
"2234";"EMO004575";"DEMAG";"34620247";"ZBR200B12/2";"3.4/2";"kW";"380";"22/43";"50";"2/10P";"700/2880";;;"200B";"0";"3";"0.36";;"54";"C";;"Start";"Not Available";;"0";"0";"0";"0";"200";"0";"Internal";"Vertical"
"2235";"EMO004573";"DEMAG";"50617676";"ZBF132B8/12";"0.88/";"kW";"380";"4.10/7.70";"50";"2P";"2965";;;"132B";"0";"3";"0.50";;"54";"C";;"Start";"Not Available";;"0";"0";"0";"0";"132";"0";"Internal";"Vertical"
"2236";"EMO004535";"Marathon";"WX11000212-2001J";"HJN1";"45";"kW";"380";"81.8";"50";;;"6113";"6313";"225m";"0";"3";"92.9";;"55";"C";"S1";"Delta";"Not Available";;"0";"0";"310";"360";"225";"0";"Internal";"Horizontal"
"2237";"EMO004492";;;;;;"POSISI MOTOR SULIT TIDAK ";;"50";;;;;;"0";"3";;;;;;;;;"0";"0";"310";"360";"225";"0";;
"2238";"EMO003906";;;;;;"POSISI MOTOR SULIT TIDAK ";;"50";"6P";"1150";;;;"0";"3";;;;;;;;;"0";"0";"0";"0";"0";"0";;
"2239";"EMO004493";"TMEIC";"E167050HF";"IDF-CHKWII";"750";"kW";"690";"770";"50";"6P";"1150";"6228";"6228";"450";"0";"3";;;"44";"C";"S1";;"Available";;"0";"0";"0";"0";"450";"0";"Internal";"Horizontal"
"2240";"EMO004494";"TMEIC";"E167060HF";"IDFCHK11";"750";"kW";"690";"770";"50";"4P";"1750";"6228";"6228";"450";"0";"3";;;"44";"C";"S1";;"Available";;"0";"0";"0";"0";"450";"0";"Internal";"Horizontal"
"2241";"EMO004517";"TMEIC";"E167520HM";"IDFCHK11";"250";"kW";"420";"405";"58.";"4P";"1750";"6220";"6220";"280L";"0";"3";;;"44";"C";"S1";;"Available";;"0";"0";"0";"0";"280";"0";"Internal";"Horizontal"
"2242";"EMO004516";"TOSHIBA";;"TIKK";"15";"kW";"420";"26";"60";;;"6310";"6208";"160L";"0";"3";;;"44";"C";"S1";;"Not Available";;"0";"0";"0";"0";"160";"0";"Internal";"Horizontal"
"2243";"EMO004518";"TMEIC";;;"33";;"420";"56";"50";"6P";"1000";;;;"0";"3";;;;;;;;;"0";"0";"0";"0";"0";"0";;
"2244";"EMO004641";"SEW";;"DRS";"1.3";"kW";"400";"3.3";"50";"2P";"2830";;;"90M";"0";"3";"0.8";"60";"54";"C";;;"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Vertical"
"2245";"EMO005300";"Hanning";"IEC/ENC0034-30";"7F2SS-0006";"0.75";"kW";"220/400";"3.1";"50";"2P";"2830";;;;"0";"3";"0.77";"78.3";"55";"C";;"Delta";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Vertical"
"2246";"EMO004643";"Hanning";;"7F2SS-0006";"0.75";"kW";"220/400";"3.1";"50";"4P";"1465";;;;"0";"3";"0.77";"78.3";"55";"C";;"Delta";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Vertical"
"2247";"EMO004318";"Siemens";;"ICV1";"18.5";"kW";"380";"35";"50";"4P";"1465";"6210";"6210";"180M";"0";"3";"0.84";;"55";"C";"S1";"Delta";"Not Available";;"0";"0";"0";"0";"180";"0";"Internal";"Vertical"
"2248";"EMO003847";"ABB";;"M2AA";"18.5";"kW";"380";"36";"50";"4P";"1465";"6310";"6209";"180M";"0";"3";"0.85";;"55";"C";"S1";"Delta";"Not Available";;"0";"0";"0";"0";"180";"0";"Internal";"Vertical"
"2249";"EMO004320";"Siemens";;"ICV2";"18.5";"kW";"380";"35";"50";"4P";"1500";"6210";"6210";"180M";"0";"3";"0.84";;"55";"C";"S1";"Delta";"Not Available";;"0";"0";"0";"0";"180";"0";"Internal";"Vertical"
"2250";"EMO004329";"BOMEC";"160413941";"CM143P4";"1.25";"kW";"400";"3.12";"50";"4P";"1500";"NJ 2308";"6308";;"0";"3";;;;;;;"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Vertical"
"2251";"EMO004330";"BOMEC";;"CM143P4";"1.25";"kW";"400";"3.12";"50";"4P";"1500";"NJ 2308";"6308";;"0";"3";;;;;;;"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Vertical"
"2252";"EMO004332";"BOMEC";"160313669";"CM143P4";"1.25";"kW";"400";"3.12";"50";"4P";"1500";"NJ 2038";"6308";;"0";"3";;;;;;;"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Vertical"
"2253";"EMO003803";"BOMEC";"160413836";"CM143P4";"1.25";"kW";"400";"3.12";"50";"4P";"1425";"NJ 2308";"6308";;"0";"3";;;;;;;"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Vertical"
"2254";"EMO004439";"Marathon";"72103204J";"HJN1";"3";"kW";"380";"6.5";"50";"4P";"1425";"6206";"6206";"100L";"0";"3";"0.82";"85.5";"55";"C";"S1";"Star";"Not Available";;"0";"0";"0";"0";"100";"0";"Internal";"Horizontal"
"2255";"EMO004440";"Marathon";"72103203J";"HJN1";"3";"kW";"380";"6.5";"50";"4P";"1425";"6206";"6206";"100L";"0";"3";"0.82";"85.5";"55";"C";"S1";"Star";"Not Available";;"0";"0";"0";"0";"100";"0";"Internal";"Horizontal"
"2256";"EMO004441";"Marathon";"72103206J";"HJN1";"3";"kW";"380";"6.5";"50";"4P";"1425";"6206";"6206";"100L";"0";"3";"0.82";"85.5";"55";"C";"S1";"Star";"Not Available";;"0";"0";"0";"0";"100";"0";"Internal";"Horizontal"
"2257";"EMO004442";"Marathon";"72103206J";"HJN1";"3";"kW";"380";"6.5";"50";"4P";"1440";"6206";"6206";"100L";"0";"3";"0.82";"85.5";"55";"C";"S1";"Star";"Not Available";;"0";"0";"0";"0";"100";"0";"Internal";"Horizontal"
"2258";"EMO004443";"Marathon";"72103401J";"HJN1";"4";"kW";"380";"8.56";"50";"4P";"1440";"6306";"6306";"112m";"0";"3";"0.82";"86.6";"55";"C";"S1";"Delta";"Not Available";;"0";"0";"140";"185";"112";"0";"Internal";"Horizontal"
"2259";"EMO004444";"Marathon";"72103404";"HJN1";"4";"kW";"380";"8.56";"50";"4P";"1440";"6306";"6306";"112m";"0";"3";"0.82";"86.6";"55";"C";"S1";"Delta";"Not Available";;"0";"0";"140";"185";"112";"0";"Internal";"Horizontal"
"2260";"EMO004445";"Marathon";"72103402J";"HJN1";"4";"kW";"380";"8.56";"50";"4P";"1440";"6306";"6306";"112M";"0";"3";"0.82";"86.6";"55";"C";"S1";"Delta";"Not Available";;"0";"0";"0";"0";"112";"0";"Internal";"Horizontal"
"2261";"EMO004446";"Marathon";"72103403J";"HJN1";"4";"kW";"380";"8.56";"50";"4P";"1440";"6306";"6306";"112M";"0";"3";"0.82";"86.6";"55";"C";"S1";"Delta";"Not Available";;"0";"0";"0";"0";"112";"0";"Internal";"Horizontal"
"2262";"EMO004447";"Marathon";"72104202J";"HJN1";"22";"kW";"380";"40.7";"50";"2P";"2950";"6311";"6311";"180L";"0";"3";"0.9";"91.3";"55";"C";"S1";"Delta";"Not Available";;"0";"0";"0";"0";"180";"0";"Internal";"Horizontal"
"2263";"EMO004448";"Marathon";"72104201J";"HJN1";"22";"kW";"380";"40.7";"50";"2P";"2950";"6311";"6311";"180L";"0";"3";"0.9";"91.3";"55";"C";"S1";"Delta";"Not Available";;"0";"0";"0";"0";"180";"0";"Internal";"Horizontal"
"2264";"EMO001688";"TECO";"K950791-2";"AEEBAC";"11";"kW";"380";"22.6";"50";"4P";"1465";"6309";"6307";"160M";"0";"3";;;"55";"C";"S1";"Delta";"Not Available";;"0";"0";"210";"250";"160";"0";"Internal";"Horizontal"
"2265";"EMO004478";"CUTES";"0514086";"YE3";"7.5";"kW";"380";"15";"50";"4P";"1465";"6208";"6208";"132M";"0";"3";"0.84";"90";"55";"C";"S1";"Delta";"Not Available";;"0";"0";"0";"0";"132";"0";"Internal";"Horizontal"
"2266";"EMO004479";"CUTES";"0510571";"YE3";"5.5";"kW";"380";"11.2";"50";"4P";"1465";"6208";"6208";"132S";"0";"3";"0.83";"89.3";"55";"C";"S1";"Delta";"Not Available";;"0";"0";"0";"0";"132";"0";"Internal";"Horizontal"
"2267";"EMO004623";"CUTES";"0512759";"YE3";"5.5";"kW";"380";"11.2";"50";"4P";"1465";"6208";"6208";"132S";"0";"3";"0.83";"89.3";"55";"C";"S1";"Delta";"Not Available";;"0";"0";"0";"0";"132";"0";"Internal";"Horizontal"
"2268";"EMO004624";"CUTES";"0513076";"YE3";"7.5";"kW";"380";"15";"50";"4P";"1465";"6208";"6208";"132M";"0";"3";"0.84";"90";"55";"C";"S1";"Delta";"Not Available";;"0";"0";"0";"0";"132";"0";"Internal";"Horizontal"
"2269";"EMO004625";"CUTES";"0513081";"YE3";"7.5";"kW";"380";"15";"50";"4P";"1465";"6208";"6208";"132M";"0";"3";"0.84";"90";"55";"C";"S1";"Delta";"Not Available";;"0";"0";"0";"0";"132";"0";"Internal";"Horizontal"
"2270";"EMO004626";"CUTES";"0512760";"YE3";"5.5";"kW";"380";"11.2";"50";"4P";"1465";"6208";"6208";"132S";"0";"3";"0.83";"89.3";"55";"C";"S1";"Delta";"Not Available";;"0";"0";"0";"0";"132";"0";"Internal";"Horizontal"
"2271";"EMO004627";"CUTES";"0513080";"YE3";"7.5";"kW";"380";"15";"50";"4P";"1485";"6208";"6208";"132M";"0";"3";"0.84";"90";"55";"C";"S1";"Delta";"Not Available";;"0";"0";"0";"0";"132";"0";"Internal";"Horizontal"
"2272";"EMO004628";"Marathon";"72103901J";"HJN1";"11";"kW";"380";"22.2";"50";"4P";"1470";"6306";"6309";"160M";"0";"3";"0.84";"89.8";"55";"C";"S1";"Delta";"Not Available";;"0";"0";"0";"0";"160";"0";"Internal";"Horizontal"
"2273";"EMO004186";"Marathon";"72104405J";"HJN1";"30";"kW";"380";"57.4";"50";"4P";"1470";"6312";"6312";"200L";"0";"3";"0.86";"92.3";"55";"C";"S1";"Delta";"Not Available";;"0";"0";"0";"0";"200";"0";"Internal";"Horizontal"
"2274";"EMO004187";"Marathon";"72104403J";"HJN1";"30";"kW";"380";"57.4";"50";"4P";"1489";"6312";"6312";"200L";"0";"3";"0.86";"92.3";"55";"C";"S1";"Delta";"Not Available";;"0";"0";"0";"0";"200";"0";"Internal";"Horizontal"
"2275";"EMO004467";"ABB Stormberg";"4542195";"HXUR";"500";"kW";"3000";"114";"50";"4P";"1480";"6324";"6322";"400L";"0";"3";"0.88";;"55";"C";"S1";;;;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"2276";"EMO004468";"TMEIC";"E167312HF";"IDF-BHKWII";"355";"kW";"3000";"85";"50";"4P";"1480";"NU326";"6220";"315H";"0";"3";;;"44";"C";"S1";;;;"0";"0";"0";"0";"315";"0";"Internal";"Horizontal"
"2277";"EMO004469";"TMEIC";"E167313HF";"IDF-BHKWII";"355";"kW";"3000";"85";"50";"4P";"1485";"NU326";"6220";"315H";"0";"3";;;"44";"C";"S1";;;;"0";"0";"0";"0";"315";"0";"Internal";"Horizontal"
"2278";"EMO004470";"TMEIC";"E167350HF";"IDF-BHKWII";"400";"kW";"3000";"95.5";"50";"4P";"1485";"6220";"6220";"315H";"0";"3";;;"44";"C";"S1";;;;"0";"0";"0";"0";"315";"0";"Internal";"Horizontal"
"2279";"EMO004471";"TMEIC";"E167352HF";"IDF-CHKWII";"400";"kW";"3000";"95.5";"50";"4P";"1485";"6220";"6220";"315H";"0";"3";;;"44";"C";"S1";;;;"0";"0";"0";"0";"315";"0";"Internal";"Horizontal"
"2280";"EMO004472";"TMEIC";"E167360HF";"IDF-CHKWII";"300";"kW";"3000";"72";"50";"4P";"1485";"6328";"6224";"355H";"0";"3";;;"44";"C";"S1";;"Available";;"0";"0";"0";"0";"355";"0";"Internal";"Horizontal"
"2281";"EMO004473";"TMEIC";"E167362HF";"IDF-CHKWII";"300";"kW";"3000";"72";"50";"4P";"1485";"6328";"6224";"355H";"0";"3";;;"44";"C";"S1";;"Available";;"0";"0";"0";"0";"355";"0";"Internal";"Horizontal"
"2282";"EMO004474";"TMEIC";"E167363HF";"IDF-CHKWII";"300";"kW";"3000";"72";"50";"4P";"1489";"6328";"6224";"355H";"0";"3";;;"44";"C";"S1";;"Available";;"0";"0";"0";"0";"355";"0";"Internal";"Horizontal"
"2283";"EMO004475";"Stromberg";"4540062-1088";"HXUR";"500";"kW";"3000";"114";"50";"4P";"1750";"6324";"6322";"400L";"0";"3";"0.88";;"55";"C";"S1";;"Available";;"0";"0";"0";"0";"400";"0";"Internal";"Horizontal"
"2284";"EMO004490";"TMEIC";"E167080HF";"IDFCHK11";"500";"kW";"420";"800";"58.";"4P";"1750";"6224";"6224";"355H";"0";"3";;;"44";"C";"S1";;"Available";;"0";"0";"0";"680";"355";"0";"Internal";"Horizontal"
"2285";"EMO003949";"TMEIC";"E167180HF";"IDFCHK11";"710";"kW";"410";"1120";"58.";"4P";"1450";"6228";"6228";"400H";"0";"3";;;"44";"C";"S1";;"Available";;"0";"0";"0";"0";"400";"0";"Internal";"Horizontal"
"2286";"EMO004489";"TMEIC";"E167080HF";"IDFCHK11";"355";"kW";"420";"575";"50";"4P";"1460";"6220";"6220";"315H";"0";"3";;;"44";"C";"S1";;"Available";;"0";"0";"0";"0";"315";"0";"Internal";"Horizontal"
"2287";"EMO004453";"TRUWATER";"61508004";"MK";"11";"kW";"380";"22.5";"50";"4P";"1460";"6309";"6309";"160M";"0";"3";;;"55";"C";"S1";"Delta";"Available";;"0";"0";"210";"260";"160";"0";"Internal";"Horizontal"
"2288";"EMO004454";"TRUWATER";"61508009";"MK";"11";"kW";"380";"22.5";"50";"4P";"1480";"6309";"6309";"160M";"0";"3";;;"55";"C";"S1";"Delta";"Available";;"0";"0";"210";"260";"160";"0";"Internal";"Horizontal"
"2289";"EMO004088";"Marathon";"72104703J";"HJN1";"37";"kW";"380";"69.7";"50";"2P";"2962";"6313";"6313";"225S";"0";"3";"0.87";"92.7";"55";"C";"S1";"Delta";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"2290";"EMO002691";"ABB";"3291659";"M2BA";"55";"kW";"380";"99";"50";"4P";"1480";"6315";"6315";"250S";"0";"3";"0.9";;"55";"C";"S1";"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"2291";"EMO004090";"Marathon";"72105201J";"HJN1";"75";"kW";"380";"139";"50";"2P";"2990";"6317";"6317";"280S";"0";"3";"0.87";"94";"55";"C";"S1";"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"2292";"EMO004126";"Marathon";"72106601J";"HAA";"200";"kW";"3000";"54.2";"50";"2P";"2940";"6319";"6319";"355";"0";"3";"0.85";"91.7";"55";"C";"S1";"Start";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"2293";"EMO004466";"Marathon";"04050201J";"HJN1";"15";"kW";"380";"28.4";"50";"2P";"2950";"6309";"6309";"160M";"0";"3";"389";"90.3";"55";"C";"S1";"Delta";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"2294";"EMO004124";"Marathon";"72104601J";"HJN1";"37";"kW";"380";"67.5";"50";"2P";"2970";"6312";"6312";"200L";"0";"3";"0.9";"92.5";"55";"C";"S1";"Delta";"Not Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"2295";"EMO004125";"Marathon";"04060101J";"HJN1";"75";"kW";"380";"135";"50";"2P";"2950";"6314";"6314";"280S";"0";"3";"0.9";"93.8";"55";"C";"S1";"Delta";"Available";;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
"2296";"EMO004184";"Marathon";"72104203J";"HJN1";"22";"kW";"380";"40.7";"50";"2P";"2955";"6311";"6311";"180M";"0";"3";"0.9";;"55";"C";"S1";"Delta";;;"0";"0";"0";"0";"0";"0";"Internal";"Horizontal"
